abs,rel,p5no,3no,best,avg,break
221.3749253184791,1.067593850688214,0.0,0.004,-5361.0,-4283.422,0.014999999999999871
224.23960687309994,1.0814089492477885,0.001,0.012,-5473.0,-4301.636,0.013039999999999883
226.1939300694705,1.09083379004085,0.003,0.014,-5473.0,-4282.65,0.0121999999999999
235.81841094947788,1.137248426155487,0.001,0.004,-5467.0,-4275.38,0.010819999999999911
243.75206830615218,1.1755089644493684,0.0,0.008,-5421.0,-4315.392,0.010019999999999916
285.0695750760512,1.3747651181887945,0.0,0.0,-5235.0,-3780.42,0.012499999999999888
305.80723891030465,1.4747737454316392,0.0,0.0,-5125.0,-3570.904,0.011539999999999908
308.0635122373044,1.4856547588341797,0.0,0.0,-5221.0,-3487.852,0.0121399999999999
312.04241156419874,1.5048432394075273,0.0,0.0,-5233.0,-3595.608,0.012359999999999885
363.4976424485972,1.7529891755332958,0.0,0.0,-4863.0,-3221.628,0.01187999999999991
377.34462797227815,1.819767093467692,0.0,0.0,-4765.0,-3008.92,0.011699999999999903
414.2028883117766,1.997518263926152,0.0,0.0,-4729.0,-2738.258,0.01279999999999987
207.35874899969858,1.0,0.0,0.016,-5425.0,-4488.196,0.015219999999999885
