abs,rel,p5no,3no,best,avg,break
160.1426718980521,0.9108320602325213,0.0,0.003,-9477.0,-8144.226,0.017679999999999814
164.86086360172902,0.9376673828801154,0.0,0.001,-9469.0,-8184.01,0.01193999999999986
175.59715266523187,0.9987314089205174,0.0,0.001,-9407.0,-8090.934,0.010959999999999871
195.9490462762637,1.1144854235604758,0.0,0.0,-9293.0,-7644.452,0.011889999999999857
219.83157971909242,1.2503204067131979,0.0,0.0,-9047.0,-7501.028,0.007739999999999926
221.24495724383482,1.2583591733173107,0.0,0.0,-9189.0,-7409.748,0.006399999999999944
248.5910815187538,1.4138937751663134,0.0,0.0,-8693.0,-6724.676,0.010349999999999875
259.91283568608276,1.4782877093466997,0.0,0.0,-8805.0,-6628.588,0.009169999999999902
266.4812351610706,1.5156463268552298,0.0,0.0,-8835.0,-6818.336,0.006049999999999951
297.64249770966734,1.692880018726273,0.0,0.0,-8375.0,-6066.244,0.008509999999999915
309.8143642920473,1.7621090766950462,0.0,0.0,-8103.0,-5852.778,0.00840999999999992
318.6774238219548,1.8125188686381224,0.0,0.0,-8313.0,-5717.24,0.00869999999999991
175.82019659822927,1.0,0.0,0.0,-9389.0,-8152.508,0.010939999999999875
