abs,rel,p5no,3no,best,avg,break
148.59609668425594,0.84515942741104,0.0,0.0,-9383.0,-8426.378,0.02666999999999989
152.66364214309834,0.8682941157889472,0.0,0.003,-9539.0,-8523.388,0.02292999999999984
165.9915755671742,0.9440984527305776,0.0,0.002,-9563.0,-8429.492,0.016029999999999812
190.6650463852144,1.0844319940154965,0.0,0.0,-9277.0,-8325.436,0.01217999999999986
193.55515912452682,1.1008698822401166,0.0,0.0,-9249.0,-8190.526,0.012779999999999845
202.5213912879147,1.1518664818166535,0.0,0.002,-9435.0,-8033.784,0.012819999999999837
251.06310141732783,1.427953706541677,0.0,0.0,-9037.0,-7562.59,0.008679999999999917
253.4278798299089,1.4414036881611656,0.0,0.0,-8971.0,-7375.712,0.01071999999999988
270.8383332154233,1.5404278828917597,0.0,0.0,-8879.0,-7253.938,0.008709999999999905
296.3144114602816,1.6853263572295756,0.0,0.0,-8597.0,-6771.006,0.00782999999999992
309.6706903992876,1.7612919129360498,0.0,0.0,-8661.0,-6603.722,0.007329999999999942
347.485195402172,1.9763667776815101,0.0,0.0,-8359.0,-6199.852,0.006899999999999948
175.82019659822927,1.0,0.0,0.0,-9349.0,-8322.948,0.015919999999999813
