abs,rel,p5no,3no,best,avg,break
94.57091207158224,0.6083495886661248,0.159,0.346,-4345.0,-4158.376,0.010299999999999976
105.97035153657394,0.6816791585903631,0.129,0.323,-4345.0,-4142.084,0.008639999999999969
107.78284822322296,0.6933384689388458,0.115,0.281,-4345.0,-4137.246,0.008599999999999962
153.49271127010908,0.9873778915628981,0.021,0.117,-4345.0,-4019.508,0.0020000000000000013
177.54313084088093,1.1420878603327065,0.026,0.091,-4345.0,-3904.27,0.0013200000000000006
191.65908281419544,1.2328920345601548,0.021,0.07,-4345.0,-3851.324,0.0012000000000000005
223.2839951171,1.4363267056407503,0.006,0.025,-4345.0,-3612.89,0.0009800000000000006
224.4652944582789,1.4439256909159879,0.014,0.045,-4345.0,-3778.454,0.0009200000000000005
234.52195073290903,1.508617492803201,0.006,0.02,-4345.0,-3648.724,0.0009600000000000006
254.22877159624133,1.6353862434001163,0.003,0.012,-4345.0,-3486.854,0.0008400000000000004
281.8337865630037,1.8129619813547297,0.001,0.002,-4341.0,-3228.92,0.0010800000000000004
307.7694093863257,1.979798962523159,0.001,0.002,-4345.0,-2970.988,0.0008000000000000004
155.45487961772056,1.0,0.03,0.119,-4345.0,-3951.022,0.0021200000000000012
