abs,rel,p5no,3no,best,avg,break
55.60519584063104,0.6956004626178461,0.0,0.2,-2124.0,-2026.722,0.018999999999999836
56.21826404157952,0.7032697193797196,0.001,0.301,-2138.0,-2042.068,0.015259999999999876
70.4859560453138,0.8817532766848902,0.0,0.11,-2124.0,-2014.098,0.003760000000000003
87.42368863575567,1.0936380555709604,0.0,0.065,-2124.0,-1973.07,0.001500000000000001
100.38425276396632,1.255769925930888,0.0,0.041,-2124.0,-1933.19,0.0010600000000000004
103.25302945317004,1.291657262752374,0.0,0.037,-2124.0,-1930.932,0.0012800000000000008
122.15383143601822,1.5280993146929698,0.0,0.028,-2122.0,-1869.264,0.0006800000000000003
124.77738603002639,1.5609190136744409,0.0,0.024,-2124.0,-1862.408,0.0006800000000000003
137.56151157270875,1.720843702495635,0.0,0.006,-2106.0,-1812.54,0.0007600000000000004
143.7085201111929,1.7977405089620737,0.0,0.013,-2098.0,-1773.634,0.0008400000000000004
146.2914301451189,1.8300517595086703,0.0,0.008,-2098.0,-1778.182,0.0006200000000000002
79.93841124165527,1.0,0.0,0.123,-2124.0,-1990.702,0.0021200000000000012
