abs,rel,p5no,3no,best,avg,break
139.10192009414325,0.9372001109533572,0.12,0.323,-1491.0,-1360.982,0.0008000000000000001
125.24209803910799,0.8438194677603539,0.157,0.345,-1491.0,-1368.584,0.0020500000000000006
109.45277134503837,0.7374387742404814,0.172,0.442,-1491.0,-1392.886,0.001950000000000001
108.85489666815451,0.7334105896321559,0.193,0.483,-1491.0,-1398.24,0.002000000000000001
106.78951142073748,0.7194950428033946,0.22,0.643,-1491.0,-1425.704,0.001950000000000001
92.74851522119192,0.6248937376078683,0.215,0.576,-1491.0,-1417.956,0.0030999999999999977
85.73707582864469,0.5776541181102315,0.359,0.734,-1491.0,-1440.56,0.003299999999999998
83.34557712110919,0.5615413796769289,0.393,0.706,-1491.0,-1437.364,0.0028499999999999984
83.30028358498163,0.5612362141762982,0.156,0.624,-1491.0,-1425.98,0.0029499999999999995
82.85640693093146,0.5582455922701168,0.255,0.666,-1491.0,-1431.492,0.0035999999999999977
148.42285918280916,1.0,0.128,0.302,-1491.0,-1347.192,0.0010000000000000002
