abs,rel,p5no,3no,avg,break
1291.247263935118,1.7784828231361751,0.0,0.0,-15794.01,0.001
518.0525813951007,0.7135330646778719,0.0,0.365,-18301.7,0.021499999999999995
538.0941360007902,0.7411370423285502,0.005,0.3,-18292.62,0.019600000000000013
564.349445608783,0.7772994555689345,0.005,0.255,-18212.64,0.016100000000000014
933.3383694322155,1.2855216073414486,0.0,0.055,-17384.08,0.001
781.9752321486599,1.077043535609145,0.0,0.15,-17853.58,0.003100000000000001
781.4009407229665,1.0762525426950866,0.0,0.12,-17735.85,0.002900000000000001
869.121001995204,1.197072641660242,0.0,0.07,-17397.42,0.0019000000000000002
932.7365800534409,1.2846927404751332,0.0,0.03,-17124.42,0.0015
671.197540068093,0.9244653051999334,0.0,0.2,-18017.01,0.006800000000000004
726.0386477380388,1.0,0.0,0.21,-17979.96,0.0031000000000000003
