abs,rel,p5no,3no,avg,break
3.40427085865911,0.25758370461674346,0.345,0.585,-200.86,0.021400000000000016
3.456853485250347,0.2615623621085227,0.345,0.605,-201.47,0.02560000000000002
3.1066369898805384,0.23506327727049062,0.27,0.445,-198.81,0.031200000000000023
2.9869604071689677,0.22600796445591023,0.305,0.515,-199.81,0.03420000000000003
3.0171732965611713,0.2282940187388779,0.27,0.43,-198.79,0.02760000000000002
3.6668508503348987,0.2774517849846858,0.33,0.535,-200.96,0.023000000000000017
3.119325564615711,0.23602335660092308,0.295,0.535,-200.59,0.031200000000000023
3.4264794568018475,0.25926411526015625,0.345,0.59,-201.21,0.02860000000000002
2.916170959310473,0.22065169023913211,0.29,0.44,-198.1,0.036000000000000025
3.3106045247105502,0.250496453837338,0.315,0.53,-200.18,0.029000000000000022
13.216173219203812,1.0,0.28,0.605,-202.67,0.0004
