abs,rel,p5no,3no,avg,break
42.26642052941681,1.3140118310726092,0.0,0.015,-649.75,0.0024000000000000007
21.988983239419888,0.6836108610083361,0.015,0.255,-747.31,0.02959999999999999
32.528387200547165,1.0112681673027295,0.005,0.09,-707.2,0.006400000000000004
58.29341297688984,1.812271618125873,0.0,0.005,-624.16,0.0017000000000000001
57.83148219097857,1.7979107493742446,0.0,0.0,-594.78,0.0017000000000000001
58.10729487879656,1.806485431838792,0.0,0.0,-591.45,0.0021000000000000003
24.88762637641429,0.7737261659799781,0.04,0.21,-740.46,0.015000000000000012
41.8417188419837,1.3008083699095043,0.005,0.005,-668.24,0.002800000000000001
58.78915319048241,1.8276835810420542,0.0,0.0,-581.22,0.0014999999999999996
25.602328570861616,0.795945391725478,0.005,0.055,-723.18,0.018000000000000013
32.16593605166807,1.0,0.005,0.055,-713.39,0.006000000000000003
