abs,rel,p5no,3no,avg,break
8.638748994868944,0.5168960851415472,0.905,0.94,-208.92,0.0007500000000000001
5.214202621781785,0.31198972489357346,0.065,0.065,-186.2,0.0055000000000000005
10.911885396470282,0.6529082910382993,0.92,0.94,-209.22,0.0
9.208605100839703,0.5509931969392445,0.94,0.945,-209.54,0.00025
8.297530556070628,0.49647941655935784,0.86,0.945,-208.81,0.0005
9.333026924218272,0.5584379268936343,0.865,0.895,-208.48,0.0005
11.8540883725544,0.7092846286348501,0.865,0.945,-209.08,0.0
8.65637829998106,0.5179509275500523,0.85,0.98,-209.12,0.0005
11.842737953479418,0.708605480856849,0.855,0.905,-208.8,0.00025
11.350411118086017,0.679147301903377,0.815,0.915,-208.35,0.0
16.7127382914949,1.0,0.56,0.77,-206.41,0.0
