abs,rel,p5no,3no,best,avg,break
12.984271345201694,0.4683564266151361,0.442,0.833,-288.0,-282.496,0.002050000000000001
13.755367034132249,0.49617066523079106,0.428,0.853,-288.0,-282.862,0.0012500000000000007
14.249467414638769,0.5139933895447536,0.37,0.846,-288.0,-282.15,0.0016000000000000007
23.217912805804012,0.8374947185008369,0.212,0.597,-288.0,-273.86,0.0012500000000000005
24.290746033887526,0.8761929498994638,0.168,0.649,-288.0,-274.884,0.0007500000000000001
25.247821931474988,0.9107156917211824,0.251,0.598,-288.0,-273.89,0.0010500000000000004
26.236788769917172,0.9463887735737748,0.274,0.617,-288.0,-274.042,0.0007500000000000001
27.84087481139606,1.0042498569104155,0.176,0.535,-288.0,-269.812,0.0012500000000000005
30.016732100357952,1.0827353350392508,0.176,0.456,-288.0,-263.258,0.0011000000000000003
33.563021174122596,1.210653739867297,0.141,0.308,-288.0,-255.408,0.0010000000000000002
37.53532453522017,1.3539389314789525,0.068,0.245,-288.0,-246.568,0.0009000000000000002
37.69493560620687,1.3596962719463612,0.104,0.311,-288.0,-250.378,0.0009500000000000002
27.723055791164146,1.0,0.129,0.515,-288.0,-268.572,0.0010500000000000004
