abs,rel,p5no,3no,best,avg,break
83.51664680580511,0.5349913093810194,0.212,0.567,-1487.0,-1440.092,0.005099999999999996
90.8274020045693,0.581822577708223,0.272,0.681,-1487.0,-1445.914,0.004799999999999997
101.8627209688408,0.6525126732512165,0.316,0.659,-1487.0,-1440.576,0.004299999999999997
108.57899718112698,0.6955358254298528,0.199,0.518,-1487.0,-1427.934,0.003999999999999997
110.23125040153687,0.7061198364937962,0.169,0.456,-1487.0,-1394.542,0.003999999999999995
127.89859424055535,0.8192933866208614,0.092,0.282,-1487.0,-1381.888,0.0030999999999999973
152.04764991304975,0.9739875153804094,0.128,0.308,-1487.0,-1371.438,0.0022
167.3750944286678,1.0721721279636036,0.122,0.254,-1487.0,-1332.752,0.0016000000000000007
168.93971938594106,1.0821948095078973,0.067,0.178,-1487.0,-1310.066,0.001950000000000001
180.05481402599858,1.1533959324313932,0.088,0.176,-1487.0,-1289.498,0.0022
187.8202142632105,1.2031395679778925,0.057,0.108,-1487.0,-1267.538,0.0014500000000000006
198.7977643180629,1.2734596071827347,0.072,0.188,-1487.0,-1294.53,0.0014000000000000006
156.108417728193,1.0,0.104,0.231,-1487.0,-1337.548,0.0026999999999999993
