node,scale,point5no,3no,avgsol,chainbreak
0,2.0,26,50,-199.82,0.0
0,1.95,26,50,-199.94,0.0
0,1.9,26,60,-201.18,0.04
0,1.8499999999999999,29,67,-202.16,0.0
0,1.7999999999999998,26,59,-200.84,0.0
0,1.7499999999999998,28,55,-200.76,0.0
0,1.6999999999999997,32,63,-201.14,0.0
0,1.6499999999999997,38,57,-202.1,0.0
0,1.5999999999999996,22,62,-202.48,0.0
0,1.5499999999999996,45,68,-203.28,0.0
0,1.4999999999999996,43,63,-202.32,0.0
0,1.4499999999999995,34,67,-202.74,0.0
0,1.3999999999999995,40,68,-201.84,0.0
0,1.3499999999999994,37,54,-201.02,0.04
0,1.2999999999999994,44,69,-203.46,0.0
0,1.2499999999999993,39,67,-203.68,0.0
0,1.1999999999999993,48,75,-204.38,0.0
0,1.1499999999999992,44,73,-203.76,0.0
0,1.0999999999999992,38,69,-203.08,0.0
0,1.0499999999999992,44,68,-203.44,0.0
0,0.9999999999999991,40,56,-202.84,0.0
0,0.9499999999999991,43,58,-202.94,0.0
0,0.899999999999999,45,65,-203.28,0.0
0,0.849999999999999,53,77,-204.04,0.04
0,0.7999999999999989,46,71,-204.34,0.0
0,0.7499999999999989,37,60,-202.5,0.04
0,0.6999999999999988,56,79,-204.68,0.04
0,0.6499999999999988,44,85,-205.06,0.08
0,0.5999999999999988,59,83,-204.9,0.2
0,0.5499999999999987,57,82,-205.1,0.28
0,0.4999999999999987,54,87,-205.16,0.16
0,0.44999999999999873,65,86,-205.84,0.32
0,0.39999999999999875,57,73,-204.38,0.6000000000000001
0,0.34999999999999876,51,81,-204.84,0.8400000000000003
0,0.29999999999999877,49,59,-202.04,2.4800000000000013
0,0.24999999999999878,34,47,-198.9,3.5200000000000022
0,0.1999999999999988,26,37,-197.5,4.9200000000000035
0,0.1499999999999988,22,28,-196.12,6.960000000000004
0,0.0999999999999988,21,27,-194.2,11.319999999999997
