node,scale,point5no,3no,avgsol,chainbreak
0,2.0,68,68,-5194.32,2.1
0,1.95,66,66,-5052.22,3.6
0,1.9,64,64,-4998.96,4.449999999999999
0,1.8499999999999999,67,67,-5135.38,2.75
0,1.7999999999999998,68,68,-4944.2,4.3
0,1.7499999999999998,64,64,-5089.92,2.8000000000000003
0,1.6999999999999997,62,62,-5013.66,3.7000000000000006
0,1.6499999999999997,63,63,-5059.88,2.4499999999999997
0,1.5999999999999996,47,47,-4790.08,4.800000000000001
0,1.5499999999999996,54,54,-4974.5,3.15
0,1.4999999999999996,49,49,-4819.98,5.699999999999998
0,1.4499999999999995,46,46,-4792.48,5.049999999999999
0,1.3999999999999995,37,37,-4485.58,5.549999999999999
0,1.3499999999999994,54,54,-4999.9,2.6000000000000005
0,1.2999999999999994,49,49,-4662.7,4.949999999999999
0,1.2499999999999993,39,39,-4888.7,4.1
0,1.1999999999999993,33,33,-4665.28,4.95
0,1.1499999999999992,26,26,-4359.38,5.8999999999999995
0,1.0999999999999992,13,13,-4574.78,4.75
0,1.0499999999999992,21,21,-4310.78,6.099999999999999
0,0.9999999999999991,9,9,-4146.96,7.75
0,0.9499999999999991,7,7,-4525.98,4.55
0,0.899999999999999,3,3,-4084.92,5.650000000000001
0,0.849999999999999,3,3,-3971.1,7.250000000000001
0,0.7999999999999989,3,3,-4491.56,4.25
0,0.7499999999999989,4,4,-4278.36,5.700000000000002
0,0.6999999999999988,0,0,-4246.7,3.5000000000000004
0,0.6499999999999988,0,0,-3433.26,5.550000000000001
0,0.5999999999999988,1,1,-3968.74,7.650000000000001
0,0.5499999999999987,0,0,-3618.18,8.4
0,0.4999999999999987,0,0,-3041.78,7.350000000000001
0,0.44999999999999873,0,0,-3311.78,8.15
0,0.39999999999999875,0,0,-3168.6,11.45
0,0.34999999999999876,0,0,-3375.48,12.049999999999999
0,0.29999999999999877,0,0,-3394.32,18.25
0,0.24999999999999878,0,0,-3545.96,17.749999999999996
0,0.1999999999999988,0,0,-3538.56,20.6
0,0.1499999999999988,0,0,-3627.7,27.400000000000002
0,0.0999999999999988,0,0,-3591.34,34.8
