node,scale,point5no,3no,avgsol,chainbreak
0,0.2330036662190753,55,55,-4965.54,0.39999999999999997
1,0.1011568978393925,78,78,-5283.04,0.25
2,0.19045142970423687,78,78,-5278.28,0.2
3,0.17178231658247256,66,66,-5122.7,0.35000000000000003
4,0.48031759445171773,85,85,-5325.14,0.15000000000000002
5,0.17703348117327042,96,96,-5335.5,0.2
6,0.14468281741038605,88,88,-5305.56,0.15000000000000002
7,0.5091571162209751,78,78,-5281.38,0.2
8,0.22931125015538797,31,31,-5044.84,0.3
9,0.15325515729072856,65,65,-5124.0,0.2
10,0.19513736755086203,67,67,-5268.24,0.15000000000000002
11,0.20787723148778997,44,44,-5252.02,0.1
12,0.19133659856758936,88,88,-5295.5,0.35
13,0.10228515181339207,52,52,-5061.32,0.15000000000000002
14,0.15788260022681855,79,79,-5215.86,0.6000000000000001
15,0.12661243954440482,83,83,-5283.3,0.2
16,0.11015566160549817,83,83,-5294.52,0.2
17,0.21532944466364978,82,82,-5292.82,0.1
18,0.1566369748915144,58,58,-5116.18,0.25
19,0.14843331699233128,78,78,-5233.6,0.2
