node,scale,point5no,3no,avgsol,chainbreak
0,1.5,472,632,-204.03,0.025
0,1.48,494,639,-204.338,0.034999999999999996
0,1.46,501,624,-204.048,0.12500000000000003
0,1.44,528,646,-204.446,0.08499999999999999
0,1.42,498,646,-204.344,0.12000000000000002
0,1.4,527,659,-204.614,0.18000000000000005
0,1.38,500,656,-204.478,0.26500000000000007
0,1.3599999999999999,516,669,-204.762,0.17500000000000004
0,1.3399999999999999,526,670,-204.772,0.2950000000000001
0,1.3199999999999998,529,695,-205.08,0.45
0,1.2999999999999998,553,698,-205.204,0.43500000000000005
0,1.2799999999999998,542,690,-204.972,0.5649999999999996
0,1.2599999999999998,547,698,-205.076,0.6499999999999992
0,1.2399999999999998,538,720,-205.236,0.7049999999999992
0,1.2199999999999998,572,732,-205.524,0.8949999999999985
0,1.1999999999999997,558,738,-205.514,1.114999999999998
0,1.1799999999999997,571,751,-205.64,1.1199999999999979
0,1.1599999999999997,545,745,-205.582,1.2299999999999975
0,1.1399999999999997,531,746,-205.376,1.6849999999999976
0,1.1199999999999997,521,762,-205.608,1.8900000000000006
0,1.0999999999999996,521,741,-205.17,2.0900000000000034
0,1.0799999999999996,541,791,-205.788,2.1300000000000043
0,1.0599999999999996,479,763,-205.218,2.745000000000012
0,1.0399999999999996,467,773,-205.218,2.9700000000000153
0,1.0199999999999996,460,768,-205.058,3.365000000000019
0,0.9999999999999996,453,777,-204.876,3.7550000000000203
0,0.9799999999999995,403,778,-204.676,4.3450000000000255
0,0.9599999999999995,363,741,-203.954,4.975000000000026
0,0.9399999999999995,325,750,-203.486,5.7850000000000295
0,0.9199999999999995,287,764,-203.592,6.385000000000042
0,0.8999999999999995,240,725,-202.59,7.230000000000002
0,0.8799999999999994,218,745,-202.472,7.71999999999999
0,0.8599999999999994,165,713,-201.538,8.509999999999954
0,0.8399999999999994,142,685,-200.518,9.49499999999994
0,0.8199999999999994,114,715,-200.746,9.994999999999935
0,0.7999999999999994,75,684,-199.802,10.594999999999905
0,0.7799999999999994,53,675,-199.196,11.399999999999919
0,0.7599999999999993,27,651,-198.198,12.14999999999991
0,0.7399999999999993,22,626,-197.486,12.504999999999933
0,0.7199999999999993,19,585,-196.414,13.03999999999994
0,0.6999999999999993,3,546,-195.318,13.669999999999911
0,0.6799999999999993,1,529,-194.794,13.984999999999925
0,0.6599999999999993,0,443,-192.762,14.859999999999909
0,0.6399999999999992,0,428,-192.202,15.149999999999915
0,0.6199999999999992,0,403,-191.552,15.429999999999882
0,0.5999999999999992,0,334,-189.858,16.104999999999897
0,0.5799999999999992,0,318,-189.366,16.419999999999874
0,0.5599999999999992,0,279,-188.382,16.80999999999988
0,0.5399999999999991,0,234,-187.12,17.429999999999858
0,0.5199999999999991,0,196,-185.902,18.02999999999985
0,0.4999999999999991,0,153,-184.5,19.539999999999843
