node,scale,point5no,3no,avgsol,chainbreak
0,0.6757290490602831,283,437,-199.278,0.499999999999999
1,0.337754400898902,348,513,-199.848,0.48999999999999905
2,0.358748297681892,284,444,-199.488,0.5299999999999989
3,0.10010587426148963,303,466,-199.778,0.0
4,0.232864462948006,293,476,-200.286,0.4599999999999992
5,0.536268225207185,291,456,-199.438,0.44499999999999923
6,0.10010587426148963,314,499,-200.45,0.0
7,0.10010587426148963,319,492,-199.98,0.01
8,0.10010587426148963,272,449,-199.064,0.034999999999999996
9,0.10010587426148963,317,460,-199.736,0.02
10,0.10010587426148963,320,490,-200.008,0.025
11,0.10010587426148963,282,451,-199.472,0.0
12,0.10010587426148963,358,489,-200.424,0.02
13,0.41294967113388825,330,440,-199.228,0.4349999999999993
14,0.2847077732731954,236,460,-199.212,0.514999999999999
15,0.10010587426148963,302,492,-200.032,0.045
16,0.2762516676992082,275,417,-197.188,0.4849999999999991
17,0.1526797322759062,296,448,-198.016,0.4799999999999991
18,0.10010587426148963,307,492,-200.234,0.015000000000000003
19,0.10010587426148963,283,450,-199.368,0.0
