node,scale,point5no,3no,avgsol,chainbreak
0,1.5,189,189,-216.682,0.3849999999999997
0,1.48,212,212,-217.39,0.4099999999999994
0,1.46,223,223,-218.214,0.36499999999999966
0,1.44,202,202,-218.084,0.42999999999999944
0,1.42,232,232,-218.42,0.42499999999999954
0,1.4,245,245,-218.696,0.539999999999999
0,1.38,245,245,-219.706,0.4649999999999993
0,1.3599999999999999,260,260,-221.206,0.48499999999999927
0,1.3399999999999999,230,230,-218.778,0.6199999999999989
0,1.3199999999999998,247,247,-220.976,0.6349999999999987
0,1.2999999999999998,276,276,-221.294,0.579999999999999
0,1.2799999999999998,281,281,-221.94,0.8199999999999985
0,1.2599999999999998,262,262,-221.476,0.9099999999999996
0,1.2399999999999998,310,310,-222.434,1.0850000000000006
0,1.2199999999999998,284,284,-220.762,1.1350000000000016
0,1.1999999999999997,308,308,-222.676,1.0799999999999998
0,1.1799999999999997,327,327,-224.024,0.9800000000000002
0,1.1599999999999997,349,349,-223.79,1.1500000000000015
0,1.1399999999999997,328,328,-223.656,1.2200000000000017
0,1.1199999999999997,361,361,-224.064,1.2150000000000019
0,1.0999999999999996,369,369,-225.088,1.140000000000001
0,1.0799999999999996,381,381,-224.888,1.4600000000000017
0,1.0599999999999996,395,395,-225.9,1.5000000000000018
0,1.0399999999999996,392,392,-225.094,1.6850000000000047
0,1.0199999999999996,411,411,-226.478,1.7750000000000061
0,0.9999999999999996,415,415,-225.64,2.895000000000013
0,0.9799999999999995,426,426,-226.116,4.339999999999996
0,0.9599999999999995,413,413,-226.47,6.559999999999972
0,0.9399999999999995,397,397,-225.592,8.924999999999931
0,0.9199999999999995,411,411,-225.222,9.794999999999911
0,0.8999999999999995,383,383,-223.07,10.66499999999991
0,0.8799999999999994,399,399,-224.266,10.499999999999892
0,0.8599999999999994,391,391,-223.586,10.8249999999999
0,0.8399999999999994,404,404,-222.942,11.054999999999911
0,0.8199999999999994,373,373,-221.948,11.614999999999885
0,0.7999999999999994,348,348,-220.076,12.124999999999881
0,0.7799999999999994,300,300,-219.842,12.499999999999869
0,0.7599999999999993,274,274,-216.248,13.509999999999915
0,0.7399999999999993,269,269,-215.57,14.039999999999898
0,0.7199999999999993,217,217,-213.946,14.834999999999905
0,0.6999999999999993,155,155,-208.734,16.119999999999923
0,0.6799999999999993,124,124,-209.196,18.20500000000002
0,0.6599999999999993,87,87,-203.192,21.435000000000116
0,0.6399999999999992,57,57,-199.538,22.785000000000117
0,0.6199999999999992,36,36,-192.814,24.565000000000136
0,0.5999999999999992,16,16,-189.86,25.750000000000103
0,0.5799999999999992,11,11,-185.044,27.490000000000077
0,0.5599999999999992,8,8,-180.586,28.915000000000152
0,0.5399999999999991,13,13,-175.208,30.645000000000085
0,0.5199999999999991,14,14,-169.612,32.465000000000074
0,0.4999999999999991,6,6,-166.024,33.72500000000013
