node,scale,point5no,3no,avgsol,chainbreak
0,1.5,924,938,-207.432,0.036
0,1.48,936,942,-207.454,0.044
0,1.46,939,945,-207.496,0.04399999999999999
0,1.44,936,941,-207.406,0.06799999999999999
0,1.42,922,926,-207.286,0.07999999999999999
0,1.4,937,940,-207.342,0.10400000000000001
0,1.38,949,950,-207.492,0.06000000000000001
0,1.3599999999999999,949,950,-207.464,0.088
0,1.3399999999999999,936,938,-207.344,0.11200000000000002
0,1.3199999999999998,936,937,-207.286,0.13200000000000003
0,1.2999999999999998,952,953,-207.386,0.16800000000000007
0,1.2799999999999998,940,940,-207.266,0.22400000000000012
0,1.2599999999999998,942,943,-207.278,0.1920000000000001
0,1.2399999999999998,948,948,-207.21,0.24400000000000013
0,1.2199999999999998,954,954,-207.32,0.21600000000000005
0,1.1999999999999997,957,957,-207.466,0.1960000000000001
0,1.1799999999999997,949,949,-207.044,0.3360000000000002
0,1.1599999999999997,937,937,-206.798,0.41200000000000025
0,1.1399999999999997,954,954,-207.188,0.31200000000000017
0,1.1199999999999997,948,948,-206.986,0.38800000000000023
0,1.0999999999999996,956,956,-207.228,0.3320000000000002
0,1.0799999999999996,950,950,-206.654,0.5120000000000003
0,1.0599999999999996,945,947,-206.64,0.5480000000000004
0,1.0399999999999996,938,943,-206.676,0.5800000000000004
0,1.0199999999999996,927,942,-206.636,0.8360000000000003
0,0.9999999999999996,854,924,-206.142,1.6959999999999895
0,0.9799999999999995,610,840,-203.966,4.459999999999944
0,0.9599999999999995,267,630,-199.678,8.463999999999965
0,0.9399999999999995,80,415,-195.59,11.835999999999988
0,0.9199999999999995,28,226,-192.55,13.615999999999904
0,0.8999999999999995,5,94,-190.126,14.787999999999832
0,0.8799999999999994,2,33,-189.098,15.147999999999797
0,0.8599999999999994,1,21,-188.686,15.491999999999782
0,0.8399999999999994,0,1,-188.642,15.647999999999758
0,0.8199999999999994,0,1,-188.366,15.767999999999764
0,0.7999999999999994,0,0,-188.61,15.715999999999763
0,0.7799999999999994,0,0,-188.788,15.719999999999757
0,0.7599999999999993,0,0,-188.434,15.863999999999757
0,0.7399999999999993,0,0,-188.142,16.139999999999752
0,0.7199999999999993,0,0,-187.902,16.127999999999744
0,0.6999999999999993,0,0,-188.35,16.131999999999756
0,0.6799999999999993,0,0,-188.0,16.20399999999975
0,0.6599999999999993,0,0,-187.952,16.215999999999745
0,0.6399999999999992,0,0,-187.468,16.38399999999975
0,0.6199999999999992,0,0,-187.54,16.375999999999742
0,0.5999999999999992,0,0,-187.848,16.395999999999752
0,0.5799999999999992,0,0,-188.054,16.343999999999742
0,0.5599999999999992,0,0,-187.47,16.45199999999975
0,0.5399999999999991,0,0,-186.802,16.595999999999744
0,0.5199999999999991,0,0,-187.256,16.50799999999975
0,0.4999999999999991,0,0,-187.172,16.58799999999974
0,0.4799999999999991,0,0,-186.778,16.655999999999743
0,0.4599999999999991,0,0,-186.876,16.575999999999745
0,0.43999999999999906,0,0,-186.692,16.663999999999753
0,0.41999999999999904,0,0,-186.372,16.74399999999975
0,0.399999999999999,0,0,-186.01,16.911999999999757
0,0.379999999999999,0,0,-185.686,17.007999999999754
0,0.359999999999999,0,0,-185.984,16.91599999999976
0,0.33999999999999897,0,0,-185.272,17.107999999999734
0,0.31999999999999895,0,0,-185.662,17.08399999999975
0,0.29999999999999893,0,0,-185.308,17.351999999999748
0,0.2799999999999989,0,0,-184.884,17.43199999999973
0,0.2599999999999989,0,0,-184.8,17.63999999999975
0,0.2399999999999989,0,0,-183.718,17.983999999999746
0,0.21999999999999892,0,0,-183.71,18.123999999999757
0,0.19999999999999893,0,0,-183.98,18.059999999999754
0,0.17999999999999894,0,0,-181.822,18.759999999999764
0,0.15999999999999895,0,0,-181.772,19.09999999999979
0,0.13999999999999896,0,0,-181.284,19.3319999999998
0,0.11999999999999895,0,0,-179.842,21.53199999999992
0,0.09999999999999895,0,0,-180.06,22.968000000000025
