node,scale,point5no,3no,avgsol,chainbreak
0,1.5,111,248,-179.876,0.0
0,1.48,120,238,-179.156,0.0
0,1.46,103,219,-179.896,0.004
0,1.44,131,254,-181.876,0.0
0,1.42,138,266,-183.02,0.0
0,1.4,123,267,-184.53,0.0
0,1.38,141,297,-185.796,0.0
0,1.3599999999999999,149,294,-186.438,0.0
0,1.3399999999999999,164,307,-186.88,0.0
0,1.3199999999999998,161,359,-188.186,0.0
0,1.2999999999999998,165,339,-188.972,0.0
0,1.2799999999999998,188,368,-190.534,0.0
0,1.2599999999999998,196,380,-191.484,0.0
0,1.2399999999999998,230,422,-192.914,0.0
0,1.2199999999999998,206,408,-192.512,0.0
0,1.1999999999999997,208,444,-193.446,0.0
0,1.1799999999999997,226,455,-194.412,0.0
0,1.1599999999999997,247,468,-193.904,0.0
0,1.1399999999999997,257,498,-196.632,0.004
0,1.1199999999999997,266,529,-197.24,0.0
0,1.0999999999999996,285,547,-197.498,0.0
0,1.0799999999999996,283,541,-197.606,0.0
0,1.0599999999999996,315,586,-198.226,0.0
0,1.0399999999999996,298,593,-199.01,0.0
0,1.0199999999999996,322,590,-200.042,0.0
0,0.9999999999999996,340,631,-200.102,0.0
0,0.9799999999999995,344,647,-200.494,0.0
0,0.9599999999999995,361,676,-201.432,0.0
0,0.9399999999999995,378,672,-201.806,0.0
0,0.9199999999999995,381,676,-201.882,0.0
0,0.8999999999999995,414,699,-202.21,0.0
0,0.8799999999999994,418,729,-202.994,0.0
0,0.8599999999999994,440,740,-203.346,0.0
0,0.8399999999999994,446,761,-203.52,0.0
0,0.8199999999999994,476,774,-204.21,0.0
0,0.7999999999999994,490,777,-204.24,0.0
0,0.7799999999999994,495,807,-204.652,0.0
0,0.7599999999999993,510,816,-204.82,0.0
0,0.7399999999999993,506,815,-204.862,0.0
0,0.7199999999999993,548,851,-205.24,0.0
0,0.6999999999999993,546,861,-205.536,0.0
0,0.6799999999999993,591,872,-205.804,0.0
0,0.6599999999999993,613,883,-205.842,0.0
0,0.6399999999999992,613,897,-206.104,0.0
0,0.6199999999999992,623,906,-206.242,0.0
0,0.5999999999999992,637,904,-206.256,0.0
0,0.5799999999999992,689,930,-206.622,0.0
0,0.5599999999999992,686,937,-206.564,0.0
0,0.5399999999999991,718,953,-206.884,0.0
0,0.5199999999999991,700,945,-206.856,0.0
0,0.4999999999999991,736,958,-207.062,0.0
0,0.4799999999999991,753,960,-207.106,0.0
0,0.4599999999999991,772,971,-207.27,0.0
0,0.43999999999999906,792,975,-207.324,0.0
0,0.41999999999999904,811,977,-207.434,0.0
0,0.399999999999999,805,975,-207.416,0.0
0,0.379999999999999,842,985,-207.54,0.0
0,0.359999999999999,870,991,-207.652,0.0
0,0.33999999999999897,875,991,-207.69,0.0
0,0.31999999999999895,883,996,-207.736,0.0
0,0.29999999999999893,908,997,-207.794,0.0
0,0.2799999999999989,915,999,-207.79,0.06
0,0.2599999999999989,349,999,-205.306,2.5759999999999628
0,0.2399999999999989,113,998,-204.332,3.7359999999999416
0,0.21999999999999892,78,992,-204.052,9.776000000000025
0,0.19999999999999893,49,941,-203.334,11.55200000000011
0,0.17999999999999894,3,84,-191.092,15.39199999999978
0,0.15999999999999895,0,0,-189.644,15.987999999999738
0,0.13999999999999896,0,0,-189.392,16.03999999999974
0,0.11999999999999895,0,0,-189.216,16.107999999999738
0,0.09999999999999895,0,0,-188.312,16.379999999999733
