node,scale,point5no,3no,avgsol,chainbreak
0,1.5,88,89,-207.96,0.5000000000000001
0,1.45,89,89,-208.34,0.39999999999999997
0,1.4,83,85,-207.86,0.5499999999999999
0,1.3499999999999999,83,83,-207.06,0.65
0,1.2999999999999998,74,74,-204.9,1.05
0,1.2499999999999998,63,63,-204.14,1.05
0,1.1999999999999997,49,50,-199.52,1.4500000000000004
0,1.1499999999999997,34,34,-192.14,1.6500000000000001
0,1.0999999999999996,18,18,-181.46,2.0
0,1.0499999999999996,11,11,-174.02,2.65
0,0.9999999999999996,5,5,-168.34,2.8499999999999996
0,0.9499999999999995,3,3,-160.24,2.7500000000000004
0,0.8999999999999995,0,0,-153.42,2.1
0,0.8499999999999994,1,1,-153.34,2.6000000000000005
0,0.7999999999999994,0,0,-148.88,2.1
0,0.7499999999999993,0,0,-148.1,2.3000000000000003
0,0.6999999999999993,0,0,-147.32,1.9999999999999998
0,0.6499999999999992,0,0,-145.76,1.5999999999999999
0,0.5999999999999992,0,0,-145.84,1.4499999999999997
0,0.5499999999999992,0,0,-144.7,2.4999999999999996
0,0.49999999999999917,0,0,-145.28,2.25
0,0.4499999999999992,0,0,-144.86,1.3
0,0.3999999999999992,0,0,-144.98,1.9
0,0.3499999999999992,0,0,-144.52,1.6
0,0.2999999999999992,0,0,-145.02,1.8000000000000003
0,0.24999999999999922,0,0,-145.24,1.8
0,0.19999999999999923,0,0,-143.98,3.4499999999999997
0,0.14999999999999925,0,0,-143.22,3.7000000000000006
0,0.09999999999999924,0,0,-144.94,2.65
