abs,rel,p5no,3no,best,avg,break
191.29389131888337,0.9225262606072215,0.005,0.052,-5473.0,-4687.674,0.010879999999999902
195.32241011245026,0.9419540340337131,0.007,0.045,-5473.0,-4579.116,0.00971999999999993
196.650202051823,0.9483573902739394,0.007,0.065,-5473.0,-4674.384,0.008439999999999934
254.80615032135532,1.2288179377554294,0.0,0.0,-5289.0,-4132.788,0.005559999999999986
264.02557270702584,1.2732791549943698,0.0,0.001,-5425.0,-4136.154,0.004280000000000001
267.04848960681943,1.287857352993616,0.001,0.003,-5467.0,-4154.178,0.00442
292.34329679298855,1.4098430772911998,0.0,0.001,-5309.0,-3970.384,0.0036400000000000026
334.3638389218871,1.6124896612024466,0.0,0.001,-5415.0,-3576.632,0.0036400000000000026
337.16250625524276,1.6259864022218462,0.0,0.002,-5425.0,-3696.898,0.003140000000000002
368.84425323449335,1.7787735266238007,0.0,0.001,-5421.0,-3540.36,0.002360000000000002
374.0812541918359,1.8040292777440496,0.0,0.0,-4927.0,-3495.25,0.002880000000000002
404.09296886693403,1.94876257122636,0.0,0.0,-4737.0,-3321.2,0.0035400000000000028
207.35874899969858,1.0,0.003,0.029,-5473.0,-4505.692,0.007639999999999954
