abs,rel,p5no,3no,best,avg,break
72.1941766306674,0.4864087447725786,0.527,0.745,-1491.0,-1445.31,0.003099999999999998
73.96819285638827,0.49836119088154257,0.556,0.806,-1491.0,-1455.57,0.0029500000000000004
82.71963797286134,0.5573241105063027,0.456,0.739,-1491.0,-1442.896,0.002849999999999999
92.21671520625333,0.6213107314734587,0.278,0.626,-1491.0,-1424.382,0.0029499999999999986
107.37231017428775,0.7234216532780819,0.287,0.641,-1491.0,-1426.17,0.001800000000000001
110.15250714115031,0.7421532488164636,0.314,0.639,-1491.0,-1430.224,0.0013500000000000005
122.84639359216754,0.8276783931298638,0.299,0.483,-1491.0,-1402.748,0.0015000000000000007
128.45752835315,0.8654834508674415,0.318,0.537,-1491.0,-1409.342,0.0011000000000000003
129.9575368983419,0.8755897684080866,0.285,0.532,-1491.0,-1405.776,0.0011500000000000004
148.76963094429254,1.0023363770472598,0.204,0.445,-1491.0,-1388.358,0.0012000000000000003
159.8139514596748,1.07674755990811,0.204,0.363,-1491.0,-1365.086,0.0008500000000000002
162.51383070610885,1.0949380142714011,0.091,0.168,-1491.0,-1317.418,0.0008000000000000001
148.42285918280916,1.0,0.172,0.324,-1491.0,-1362.08,0.0008500000000000002
