abs,rel,p5no,3no,best,avg,break
103.95551029676358,0.6687182194113225,0.034,0.444,-4345.0,-4175.26,0.010999999999999932
105.64272463375406,0.6795716216405706,0.045,0.336,-4345.0,-4150.744,0.014679999999999893
112.90259605851782,0.7262724485468506,0.035,0.372,-4345.0,-4140.648,0.01069999999999993
155.96229740421504,1.0032640840077987,0.022,0.139,-4345.0,-3968.872,0.004439999999999995
170.59236630441237,1.097375436035951,0.012,0.085,-4345.0,-3951.19,0.0021400000000000013
172.70903013435677,1.110991372924838,0.012,0.077,-4345.0,-3941.034,0.002600000000000002
213.2616903989269,1.3718558782031107,0.001,0.019,-4345.0,-3585.496,0.001740000000000001
220.38608839597478,1.4176852404886016,0.001,0.019,-4341.0,-3581.16,0.0013200000000000006
234.49579019897516,1.508449209028525,0.0,0.012,-4279.0,-3526.25,0.001820000000000001
287.8730805907876,1.8518111576728689,0.001,0.003,-4345.0,-3110.906,0.0012000000000000005
293.73695498427,1.8895319060205715,0.0,0.001,-4239.0,-3162.492,0.0014800000000000008
305.31687079163356,1.9640224323767703,0.0,0.001,-4247.0,-3016.148,0.0013200000000000006
155.45487961772056,1.0,0.016,0.146,-4345.0,-4015.446,0.003820000000000003
