abs,rel,p5no,3no,best,avg,break
302.4443822125323,0.8889924832827766,0.018,0.057,-9275.0,-7922.726,0.013459999999999863
331.9549967636231,0.975734760725839,0.002,0.006,-9275.0,-6753.978,0.03969999999999963
334.1907777249617,0.9823065226291566,0.0,0.001,-9145.0,-6524.782,0.044699999999999636
391.2242480962774,1.1499483418777656,0.0,0.0,-8915.0,-5946.31,0.04141999999999959
397.8767292148166,1.1695023691878383,0.003,0.007,-9275.0,-7062.242,0.00919999999999993
410.21309854382173,1.205763381954077,0.005,0.014,-9275.0,-7128.346,0.007219999999999963
480.46386107455,1.412255562029733,0.0,0.002,-9225.0,-6613.654,0.0053199999999999845
498.7126989785643,1.4658954399029294,0.0,0.0,-8867.0,-6364.536,0.004459999999999999
500.1420810397034,1.4700969062974976,0.0,0.0,-8755.0,-6458.696,0.004060000000000003
576.994635564182,1.6959941201704627,0.0,0.0,-8423.0,-5905.396,0.0033800000000000024
619.3186484881243,1.8203995697823772,0.0,0.0,-8435.0,-5433.466,0.007399999999999959
648.8001673092349,1.9070563244425105,0.0,0.0,-8665.0,-5052.6,0.008339999999999959
340.21028062655597,1.0,0.012,0.057,-9275.0,-7787.088,0.009239999999999929
